start_time,bat_landing_to_food,habit,rat_period_start,rat_period_end,seconds_after_rat_arrival,risk,reward,month,sunset_time,hours_after_sunset,season,rat_present,hours_after_sunset_sq,risk_reward_interaction,interaction_rat_risk,interaction_time_risk,reward_to_risk_ratio,nocturnal_index,month_log1p,season_log1p,risk_reward_interaction_log1p,hours_after_sunset_poly,hours_after_sunset^2
8/02/2018 3:41,0.035867953,rat,8/02/2018 3:41,8/02/2018 3:45,27,1,0,2,7/02/2018 17:19,10.37444444,0,1,107.62909743864691,0.0,1.0,10.37444444,0.0,0.4128395062716817,1.0986122886681098,0.0,0.0,10.37444444,107.62909743864691
2/02/2018 0:43,2.0,fast,2/02/2018 0:40,2/02/2018 0:44,184,0,1,2,1/02/2018 17:14,7.489722222,0,1,56.095938962720616,0.0,0.0,0.0,1.0,0.9249058792787741,1.0986122886681098,0.0,0.0,7.489722222,56.095938962720616
2/02/2018 0:44,1.0,rat,2/02/2018 0:40,2/02/2018 0:44,239,1,0,2,1/02/2018 17:14,7.505,0,1,56.325025,0.0,1.0,7.505,0.0,0.9233778096915742,1.0986122886681098,0.0,0.0,7.505,56.325025
9/02/2018 0:06,3.0,fast,9/02/2018 0:06,9/02/2018 0:06,2,0,1,2,8/02/2018 17:20,6.767222222,0,1,45.795296601930616,0.0,0.0,0.0,1.0,0.9798956973772275,1.0986122886681098,0.0,0.0,6.767222222,45.795296601930616
9/02/2018 0:11,1.0,rat,9/02/2018 0:09,9/02/2018 0:13,135,1,0,2,8/02/2018 17:20,6.862222222,0,1,47.09009382411062,0.0,1.0,6.862222222,0.0,0.9746311475982238,1.0986122886681098,0.0,0.0,6.862222222,47.09009382411062
9/02/2018 0:26,17.0,pick,9/02/2018 0:26,9/02/2018 0:32,2,0,1,2,8/02/2018 17:20,7.114722222,0,1,50.61927229622062,0.0,0.0,0.0,1.0,0.9577179443127649,1.0986122886681098,0.0,0.0,7.114722222,50.61927229622062
9/02/2018 0:29,1.0,rat,9/02/2018 0:26,9/02/2018 0:32,154,1,0,2,8/02/2018 17:20,7.156944444,0,1,51.22185377450246,0.0,1.0,7.156944444,0.0,0.9544792386734564,1.0986122886681098,0.0,0.0,7.156944444,51.22185377450246
9/02/2018 3:31,1.0,rat,9/02/2018 3:28,9/02/2018 3:33,146,1,0,2,8/02/2018 17:20,10.18444444,0,1,103.72290855144692,0.0,1.0,10.18444444,0.0,0.4576152921796993,1.0986122886681098,0.0,0.0,10.18444444,103.72290855144692
9/02/2018 3:32,21.0,rat,9/02/2018 3:28,9/02/2018 3:33,211,1,0,2,8/02/2018 17:20,10.2025,0,1,104.09100625,0.0,1.0,10.2025,0.0,0.4534072401372338,1.0986122886681098,0.0,0.0,10.2025,104.09100625
9/02/2018 3:32,9.0,pick,9/02/2018 3:28,9/02/2018 3:33,246,0,1,2,8/02/2018 17:20,10.21222222,0,1,104.28948267066171,0.0,0.0,0.0,1.0,0.45113716481907257,1.0986122886681098,0.0,0.0,10.21222222,104.28948267066171
13/02/2018 3:44,1.0,rat,13/02/2018 3:43,13/02/2018 3:45,77,1,0,2,12/02/2018 17:24,10.34222222,0,1,106.96156044786173,0.0,1.0,10.34222222,0.0,0.42050804585541285,1.0986122886681098,0.0,0.0,10.34222222,106.96156044786173
13/02/2018 3:50,3.0,fast,13/02/2018 3:49,13/02/2018 3:50,59,0,1,2,12/02/2018 17:24,10.435,0,1,108.88922500000001,0.0,0.0,0.0,1.0,0.3983488880364309,1.0986122886681098,0.0,0.0,10.435,108.88922500000001
14/02/2018 22:05,1.0,rat,14/02/2018 22:04,14/02/2018 22:12,89,1,0,2,14/02/2018 17:26,4.659166667,0,1,21.707834030883888,0.0,1.0,4.659166667,0.0,0.9390192548618138,1.0986122886681098,0.0,0.0,4.659166667,21.707834030883888
14/02/2018 22:08,2.0,rat,14/02/2018 22:04,14/02/2018 22:12,259,1,0,2,14/02/2018 17:26,4.706388889,0,1,22.150096374502656,0.0,1.0,4.706388889,0.0,0.943198500024011,1.0986122886681098,0.0,0.0,4.706388889,22.150096374502656
